ID,old_ID,experiment_version,gram_ACC_mean,gram_RT_median,pragm_ACC_mean,pragm_RT_median
6130,6130,adult_trog,0.941176471,6.544205,0.833333333,8.1694725
6131,6131,adult_trog,0.882352941,5.812555,0.666666667,9.459845
6132,6132,adult_trog,0.764705882,4.525825,0.611111111,5.46287
6133,6133,adult_trog,0.823529412,4.559575,0.666666667,7.234775
6134,6134,adult_trog,0.941176471,5.57055,0.777777778,7.95284
6135,6135,adult_trog,0.823529412,5.891295,0.666666667,6.98964
6136,6136,adult_trog,0.764705882,5.070755,0.5,4.691565
6137,6137,adult_trog,1,5.447095,0.833333333,7.85251
6138,6138,adult_trog,1,4.54799,0.944444444,6.280395
6139,6139,adult_trog,0.941176471,4.813755,0.777777778,7.024465
6140,6140,adult_trog,0.882352941,4.71023,0.833333333,6.83694
6203,6203,adult_trog,0.764705882,6.864985,0.555555556,7.051525
6204,6204,adult_trog,0.823529412,6.817605,0.5,8.6603125
6206,6206,adult_trog,0.882352941,5.683795,0.555555556,7.6783325
6207,6207,adult_trog,0.882352941,7.71989,0.611111111,8.2356975
6209,6209,adult_trog,0.823529412,5.449,0.777777778,5.246
6210,6210,adult_trog,0.941176471,8.811385,0.555555556,9.5244525
6211,6211,adult_trog,1,7.7396,0.555555556,9.1370875
6213,6213,adult_trog,0.823529412,7.91661,0.333333333,7.511235
6214,6214,adult_trog,0.764705882,6.01676,0.666666667,6.371075
6215,6215,adult_trog,1,5.68125,0.666666667,6.9824625
6218,6218,adult_trog,0.882352941,7.08411,0.555555556,9.1760975
6219,6219,adult_trog,0.941176471,6.39128,0.666666667,8.1241375
6224,6224,adult_trog,0.823529412,7.79982,0.611111111,10.956425
6226,6226,adult_trog,0.823529412,6.210875,0.777777778,7.790315
6231,6231,adult_trog,0.823529412,5.39099,0.722222222,5.50446
6235,6235,adult_trog,0.882352941,5.22498,0.833333333,4.8521325
6242,6242,adult_trog,0.882352941,5.09907,0.777777778,6.03623
6243,6243,adult_trog,0.882352941,5.04505,0.5,8.433825
6245,6245,adult_trog,0.941176471,4.18675,0.611111111,5.3830775
6246,6246,adult_trog,0.882352941,4.44762,0.666666667,5.22086
6247,6247,adult_trog,1,4.201585,0.777777778,5.2755925
6250,6250,adult_trog,0.764705882,3.847495,0.611111111,3.7790475
6251,6251,adult_trog,0.941176471,4.824445,0.888888889,6.7979525
6253,6253,adult_trog,0.882352941,3.561485,0.722222222,3.59186
6255,6255,adult_trog,0.941176471,4.75982,0.833333333,8.142865
6257,6257,adult_trog,1,4.686,0.611111111,6.047
6258,6258,adult_trog,0.823529412,5.002435,0.777777778,5.952495
6259,6259,adult_trog,0.705882353,3.69479,0.5,3.6112025
6260,6260,adult_trog,0.764705882,5.10345,0.611111111,6.2077875
6261,6261,adult_trog,1,4.15993,0.611111111,3.3443375
6262,6262,adult_trog,0.941176471,4.29742,0.944444444,6.8119525
6263,6263,adult_trog,0.941176471,5.811205,0.555555556,5.101465
7324,7324,adult_trog,1,4.307,0.944444444,5.777
7519,7519,adult_trog,1,4.888,0.888888889,6.793
6,55556,adult_trog,0.823529412,5.107,0.777777778,7.28595
18,555518,adult_trog,0.764705882,5.1332,0.777777778,6.7951525
1,5027_1,adult_trog,1,5.527055,0.833333333,7.4479275
2,5027_2,adult_trog,1,4.98519,0.555555556,4.9242425
8,555_08,adult_trog,0.764705882,6.94733,0.5,12.667875
11,555_11,adult_trog,1,9.8747,0.555555556,9.18871
13,555_13,adult_trog,0.705882353,6.03944,0.555555556,7.5010425
16,555_16,adult_trog,0.764705882,5.934825,0.666666667,8.32725
AF100,AF100,adult_trog,0.647058824,7.63463,0.611111111,11.07423
AF101,AF101,adult_trog,0.647058824,13.811795,0.611111111,27.6016475
AF102,AF102,adult_trog,0.823529412,6.160565,0.388888889,6.341345
AF103,AF103,adult_trog,0.882352941,6.02752,0.555555556,10.919935
AF107,AF107,adult_trog,0.705882353,9.0299,0.611111111,10.1998
AF108,AF108,adult_trog,0.823529412,4.359,0.666666667,4.7295
AF109,AF109,adult_trog,0.882352941,6.03,0.611111111,7.6755
AF110,AF110,adult_trog,0.647058824,7.3775,0.555555556,8.4381
AF111,AF111,adult_trog,0.941176471,8.673,0.611111111,16.2395
AF112,AF112,adult_trog,0.941176471,6.47,0.722222222,14.4755
AF113,AF113,adult_trog,1,6.856,0.611111111,9.5225
AF114,AF114,adult_trog,1,5.6331,0.944444444,8.488999999
AF115,AF115,adult_trog,0.882352941,6.852,0.833333333,13.1875
AF116,AF116,adult_trog,0.941176471,4.812,0.833333333,6.5435
AF117,AF117,adult_trog,1,4.7431,0.722222222,5.9891
AF118,AF118,adult_trog,1,5.7742,0.833333333,8.9008
B112,B112,adult_trog,0.941176471,5.127,0.833333333,6.0165
B133,B133,adult_trog,1,4.790845,0.833333333,7.6407725
BB100,BB100,adult_trog,0.823529412,4.892,0.611111111,5.0675
BB101_1,BB101_1,adult_trog,0.941176471,5.00918,0.777777778,6.95465
BB101_2,BB101_2,adult_trog,0.941176471,4.72007,0.833333333,6.13346
BB103_1,BB103_1,adult_trog,0.823529412,4.442085,0.777777778,5.2815075
BB103_2,BB103_2,adult_trog,1,8.351395,0.722222222,10.3691675
BB106,BB106,adult_trog,0.882352941,4.777,0.666666667,8.047
BB107,BB107,adult_trog,0.882352941,6.223015,1,11.4227975
BB108,BB108,adult_trog,0.941176471,4.493185,0.444444444,5.5373675
BB110,BB110,adult_trog,0.882352941,5.30276,0.722222222,7.1799025
BB111,BB111,adult_trog,0.823529412,4.776,0.444444444,6.799
BB113,BB113,adult_trog,0.882352941,8.082645,0.444444444,16.326935
BB114,BB114,adult_trog,0.882352941,4.60939,0.611111111,6.178765
BB121,BB121,adult_trog,1,3.943,0.833333333,4.542
BB122,BB122,adult_trog,1,7.554315,0.555555556,8.8960925
BB123,BB123,adult_trog,0.823529412,4.182,0.666666667,4.112
BB125,BB125,adult_trog,1,5.921965,1,8.9427075
BB127,BB127,adult_trog,1,4.038545,0.833333333,5.8018
BB130,BB130,adult_trog,0.764705882,5.362,0.722222222,5.8865
BB132,BB132,adult_trog,0.882352941,4.75047,0.777777778,8.294485
BB134,BB134,adult_trog,0.941176471,4.329575,0.944444444,7.784045
BB138,BB138,adult_trog,1,5.104655,0.888888889,7.3282675
BB144,BB144,adult_trog,1,3.805,0.888888889,4.8695
BL102,BL102,adult_trog,0.941176471,6.283765,0.944444444,9.1203225
BL104,BL104,adult_trog,1,4.39901,0.888888889,11.3874425
BL105,BL105,adult_trog,1,4.691965,0.722222222,5.607995
BL106,BL106,adult_trog,1,5.250745,0.666666667,8.3520375
BL110,BL110,adult_trog,1,4.161015,0.777777778,5.6435175
BL112,BL112,adult_trog,1,5.73497,0.944444444,6.91278
BL117,BL117,adult_trog,1,3.937605,0.888888889,4.792265
12,DAMI12,adult_trog,0.705882353,10.032175,0.277777778,9.8275125
14,DAMI14,adult_trog,0.764705882,4.91302,0.5,5.7903425
17,DAMI17,adult_trog,0.705882353,4.981455,0.722222222,8.3907075
19,DAMI19,adult_trog,0.882352941,4.495675,0.888888889,5.844505
2,DAMI2,adult_trog,0.764705882,9.247425,0.5,10.7641475
3,DAMI3,adult_trog,0.647058824,6.52179,0.222222222,7.192005
4,DAMI4,adult_trog,0.941176471,7.57223,0.722222222,12.257185
5,DAMI5,adult_trog,0.882352941,6.0546,0.722222222,6.11209
9,DAMI9,adult_trog,1,6.31533,0.722222222,6.9955975
10,DAMI_10,adult_trog,0.941176471,7.060665,0.666666667,9.516295
LA101,LA101,adult_trog,0.941176471,6.408515,0.777777778,8.3155125
LA102,LA102,adult_trog,0.941176471,4.91317,0.666666667,6.80552
LA103,LA103,adult_trog,1,6.469895,0.444444444,9.69064
LA104,LA104,adult_trog,0.705882353,9.341,0.388888889,12.2275
